t, X, Y, Z, DT
48.016200, 0.402702, -0.823673, 20.838926, 0.000749
48.016908, 0.287678, -0.790080, 20.287828, 0.000709
48.017573, 0.186456, -0.763527, 19.752161, 0.000664
48.018187, 0.097052, -0.744049, 19.231351, 0.000614
48.018741, 0.017669, -0.731604, 18.724881, 0.000554
48.019213, -0.053313, -0.726108, 18.232283, 0.000472
48.019720, -0.117349, -0.727465, 17.753131, 0.000507
48.020283, -0.175749, -0.735582, 17.287032, 0.000563
48.020888, -0.229687, -0.750392, 16.833626, 0.000605
48.021528, -0.280225, -0.771867, 16.392579, 0.000640
48.022197, -0.328319, -0.800024, 15.963582, 0.000670
48.022894, -0.374843, -0.834938, 15.546349, 0.000696
48.023615, -0.420593, -0.876746, 15.140619, 0.000721
48.024360, -0.466310, -0.925656, 14.746148, 0.000745
48.025128, -0.512686, -0.981948, 14.362722, 0.000768
48.025918, -0.560377, -1.045984, 13.990145, 0.000790
48.026730, -0.610015, -1.118207, 13.628253, 0.000812
48.027564, -0.662220, -1.199153, 13.276907, 0.000834
48.028421, -0.717607, -1.289449, 12.936004, 0.000857
48.029301, -0.776797, -1.389825, 12.605478, 0.000880
48.030204, -0.840428, -1.501118, 12.285305, 0.000903
48.031131, -0.909161, -1.624281, 11.975512, 0.000927
48.032082, -0.983690, -1.760390, 11.676185, 0.000951
48.033058, -1.064754, -1.910651, 11.387480, 0.000976
48.034061, -1.153142, -2.076417, 11.109634, 0.001002
48.035090, -1.249703, -2.259191, 10.842984, 0.001029
48.036146, -1.355358, -2.460641, 10.587981, 0.001056
48.037231, -1.471107, -2.682614, 10.345216, 0.001085
48.038345, -1.598038, -2.927140, 10.115448, 0.001114
48.039489, -1.737341, -3.196453, 9.899636, 0.001144
48.040663, -1.890312, -3.492990, 9.698978, 0.001174
48.041869, -2.058369, -3.819407, 9.514963, 0.001206
48.043107, -2.243057, -4.178576, 9.349424, 0.001238
48.044377, -2.446057, -4.573585, 9.204609, 0.001271
48.045681, -2.669195, -5.007725, 9.083264, 0.001304
48.047018, -2.914445, -5.484462, 8.988722, 0.001337
48.048389, -3.183930, -6.007399, 8.925024, 0.001371
48.049792, -3.479918, -6.580207, 8.897040, 0.001404
48.051229, -3.804808, -7.206524, 8.910615, 0.001437
48.052698, -4.161113, -7.889813, 8.972731, 0.001469
48.054197, -4.551418, -8.633163, 9.091677, 0.001499
48.055725, -4.978326, -9.439017, 9.277227, 0.001528
48.057280, -5.444383, -10.308811, 9.540799, 0.001555
48.058859, -5.951960, -11.242503, 9.895594, 0.001579
48.060459, -6.503102, -12.237971, 10.356658, 0.001600
48.062076, -7.099329, -13.290268, 10.940837, 0.001617
48.063705, -7.741373, -14.390730, 11.666553, 0.001630
48.065344, -8.428851, -15.525947, 12.553315, 0.001638
48.066986, -9.159864, -16.676654, 13.620866, 0.001643
48.068629, -9.930536, -17.816630, 14.887849, 0.001642
48.070267, -10.734487, -18.911793, 16.369897, 0.001638
48.071897, -11.562300, -19.919724, 18.077089, 0.001630
48.073515, -12.401022, -20.789978, 20.010796, 0.001618
48.075119, -13.233797, -21.465569, 22.160145, 0.001604
48.076706, -14.039753, -21.886013, 24.498500, 0.001587
48.078274, -14.794265, -21.992165, 26.980677, 0.001568
48.079823, -15.469748, -21.732738, 29.541784, 0.001549
48.081351, -16.037046, -21.071932, 32.098671, 0.001528
48.082857, -16.467432, -19.996944, 34.554678, 0.001507
48.084343, -16.735050, -18.523736, 36.807781, 0.001485
48.085807, -16.819525, -16.699293, 38.761269, 0.001464
48.087250, -16.708313, -14.599170, 40.335149, 0.001444
48.088681, -16.398355, -12.320162, 41.475884, 0.001431
48.090100, -15.896689, -9.969323, 42.162230, 0.001419
48.091507, -15.219863, -7.651593, 42.405901, 0.001406
48.092900, -14.392269, -5.458630, 42.247141, 0.001393
48.094279, -13.443728, -3.460958, 41.746637, 0.001379
48.095643, -12.406747, -1.704397, 40.975882, 0.001364
48.096989, -11.313914, -0.210563, 40.008055, 0.001347
48.098317, -10.195735, 1.019631, 38.910901, 0.001327
48.099623, -9.079101, 2.000887, 37.742227, 0.001306
48.100905, -7.986411, 2.758121, 36.547908, 0.001282
48.102159, -6.935264, 3.321657, 35.361871, 0.001255
48.103384, -5.938596, 3.723438, 34.207353, 0.001225
48.104576, -5.005104, 3.994399, 33.098792, 0.001192
48.105732, -4.139830, 4.162844, 32.043872, 0.001156
48.106848, -3.344807, 4.253636, 31.045422, 0.001116
48.107920, -2.619687, 4.287943, 30.103017, 0.001072
48.108944, -1.962314, 4.283357, 29.214226, 0.001024
48.109914, -1.369225, 4.254202, 28.375544, 0.000970
48.110823, -0.836064, 4.211950, 27.583029, 0.000908
48.111658, -0.357921, 4.165647, 26.832733, 0.000835
48.112399, 0.070410, 4.122333, 26.120956, 0.000741
48.113052, 0.454227, 4.087412, 25.444391, 0.000653
48.113805, 0.798772, 4.064980, 24.800181, 0.000753
48.114626, 1.109126, 4.058109, 24.185934, 0.000821
48.115499, 1.390140, 4.069072, 23.599707, 0.000873
48.116414, 1.646387, 4.099543, 23.039971, 0.000916
48.117366, 1.882144, 4.150754, 22.505573, 0.000952
48.118350, 2.101380, 4.223619, 21.995703, 0.000984
48.119363, 2.307764, 4.318835, 21.509859, 0.001013
48.120402, 2.504673, 4.436970, 21.047820, 0.001039
48.121466, 2.695214, 4.578512, 20.609629, 0.001064
48.122554, 2.882244, 4.743926, 20.195580, 0.001088
48.123664, 3.068390, 4.933678, 19.806216, 0.001110
48.124796, 3.256076, 5.148256, 19.442323, 0.001132
48.125950, 3.447544, 5.388181, 19.104946, 0.001154
48.127125, 3.644870, 5.654001, 18.795396, 0.001175
48.128321, 3.849991, 5.946282, 18.515268, 0.001196
48.129538, 4.064709, 6.265580, 18.266464, 0.001217
48.130775, 4.290706, 6.612411, 18.051212, 0.001238
48.132033, 4.529553, 6.987201, 17.872093, 0.001258
48.133312, 4.782700, 7.390226, 17.732063, 0.001279
48.134611, 5.051479, 7.821537, 17.634473, 0.001299
48.135929, 5.337085, 8.280868, 17.583088, 0.001318
48.137267, 5.640551, 8.767523, 17.582084, 0.001338
48.138623, 5.962724, 9.280247, 17.636042, 0.001357
48.139998, 6.304216, 9.817077, 17.749914, 0.001374
48.141389, 6.665351, 10.375169, 17.928955, 0.001392
48.142797, 7.046105, 10.950616, 18.178626, 0.001407
48.144219, 7.446022, 11.538254, 18.504438, 0.001422
48.145654, 7.864132, 12.131468, 18.911733, 0.001435
48.147101, 8.298848, 12.722017, 19.405402, 0.001447
48.148558, 8.747867, 13.299893, 19.989518, 0.001457
48.150023, 9.208064, 13.853258, 20.666880, 0.001465
48.151494, 9.675397, 14.368469, 21.438496, 0.001471
48.152969, 10.144828, 14.830260, 22.302989, 0.001475
48.154446, 10.610282, 15.222093, 23.255997, 0.001477
48.155923, 11.064650, 15.526732, 24.289591, 0.001477
48.157398, 11.499856, 15.727048, 25.391809, 0.001475
48.158870, 11.907007, 15.807038, 26.546380, 0.001472
48.160337, 12.276639, 15.753033, 27.732743, 0.001467
48.161798, 12.599049, 15.554980, 28.926447, 0.001461
48.163251, 12.864731, 15.207677, 30.099982, 0.001453
48.164695, 13.064861, 14.711798, 31.224046, 0.001444
48.166130, 13.191834, 14.074517, 32.269176, 0.001435
48.167554, 13.239771, 13.309608, 33.207603, 0.001424
48.168968, 13.204962, 12.436916, 34.015116, 0.001413
48.170373, 13.086192, 11.481225, 34.672704, 0.001406
48.171772, 12.884892, 10.470619, 35.167753, 0.001398
48.173161, 12.605110, 9.434547, 35.494651, 0.001390
48.174543, 12.253300, 8.401826, 35.654719, 0.001381
48.175915, 11.837935, 7.398836, 35.655531, 0.001372
48.177277, 11.369018, 6.448099, 35.509764, 0.001362
48.178629, 10.857516, 5.567377, 35.233748, 0.001352
48.179970, 10.314795, 4.769292, 34.845954, 0.001341
48.181299, 9.752097, 4.061431, 34.365574, 0.001329
48.182615, 9.180087, 3.446833, 33.811343, 0.001316
48.183919, 8.608517, 2.924705, 33.200656, 0.001303
48.185208, 8.045982, 2.491270, 32.548997, 0.001289
48.186483, 7.499790, 2.140609, 31.869657, 0.001275
48.187743, 6.975919, 1.865444, 31.173676, 0.001260
48.188988, 6.479045, 1.657798, 30.469953, 0.001245
48.190217, 6.012632, 1.509533, 29.765460, 0.001229
48.191431, 5.579045, 1.412742, 29.065512, 0.001214
48.192630, 5.179697, 1.360028, 28.374048, 0.001198
48.193813, 4.815194, 1.344681, 27.693909, 0.001183
48.194981, 4.485481, 1.360770, 27.027078, 0.001168
48.196136, 4.189987, 1.403175, 26.374896, 0.001154
48.197277, 3.927743, 1.467581, 25.738229, 0.001141
48.198405, 3.697502, 1.550434, 25.117611, 0.001128
48.199522, 3.497830, 1.648887, 24.513352, 0.001117
48.200629, 3.327192, 1.760734, 23.925621, 0.001107
48.201728, 3.184015, 1.884340, 23.354506, 0.001098
48.202819, 3.066747, 2.018573, 22.800059, 0.001091
48.203905, 2.973898, 2.162743, 22.262332, 0.001086
48.204988, 2.904070, 2.316537, 21.741401, 0.001082
48.206068, 2.855988, 2.479976, 21.237387, 0.001080
48.207148, 2.828513, 2.653360, 20.750467, 0.001080
48.208231, 2.820654, 2.837235, 20.280894, 0.001082
48.209317, 2.831578, 3.032357, 19.829005, 0.001086
48.210412, 2.860612, 3.239664, 19.395238, 0.001095
48.211517, 2.907245, 3.460251, 18.980145, 0.001106
48.212635, 2.971123, 3.695349, 18.584411, 0.001118
48.213766, 3.052051, 3.946309, 18.208869, 0.001131
48.214913, 3.149985, 4.214582, 17.854524, 0.001146
48.216075, 3.265028, 4.501703, 17.522581, 0.001162
48.217254, 3.397423, 4.809271, 17.214467, 0.001179
48.218451, 3.547543, 5.138930, 16.931867, 0.001197
48.219668, 3.715885, 5.492339, 16.676757, 0.001216
48.220904, 3.903053, 5.871141, 16.451446, 0.001236
48.222160, 4.109751, 6.276922, 16.258615, 0.001256
48.223437, 4.336759, 6.711152, 16.101358, 0.001277
48.224736, 4.584916, 7.175121, 15.983236, 0.001298
48.226055, 4.855092, 7.669852, 15.908308, 0.001319
48.227396, 5.148153, 8.195990, 15.881178, 0.001340
48.228757, 5.464921, 8.753668, 15.907017, 0.001361
48.230138, 5.806122, 9.342351, 15.991580, 0.001381
48.231539, 6.172321, 9.960635, 16.141188, 0.001401
48.232959, 6.563845, 10.606029, 16.362680, 0.001419
48.234395, 6.980691, 11.274695, 16.663314, 0.001437
48.235847, 7.422412, 11.961172, 17.050596, 0.001452
48.237313, 7.887997, 12.658083, 17.532034, 0.001466
48.238791, 8.375722, 13.355850, 18.114771, 0.001478
48.240279, 8.883000, 14.042448, 18.805115, 0.001488
48.241774, 9.406221, 14.703240, 19.607918, 0.001495
48.243275, 9.940597, 15.320946, 20.525832, 0.001500
48.244778, 10.480028, 15.875810, 21.558456, 0.001503
48.246281, 11.017013, 16.346042, 22.701406, 0.001504
48.247783, 11.542620, 16.708588, 23.945413, 0.001502
48.249281, 12.046561, 16.940278, 25.275550, 0.001498
48.250774, 12.517372, 17.019338, 26.670750, 0.001492
48.252259, 12.942752, 16.927214, 28.103775, 0.001485
48.253735, 13.310036, 16.650541, 29.541792, 0.001476
48.255201, 13.606827, 16.183040, 30.947665, 0.001466
48.256655, 13.821712, 15.527049, 32.281938, 0.001455
48.258098, 13.945044, 14.694382, 33.505416, 0.001443
48.259529, 13.969678, 13.706288, 34.582037, 0.001430
48.260947, 13.891590, 12.592377, 35.481684, 0.001418
48.262357, 13.710280, 11.388576, 36.182511, 0.001410
48.263758, 13.428910, 10.134382, 36.672431, 0.001401
48.265150, 13.054150, 8.869771, 36.949555, 0.001392
48.266532, 12.595739, 7.632232, 37.021551, 0.001382
48.267903, 12.065834, 6.454296, 36.904107, 0.001371
48.269263, 11.478221, 5.361861, 36.618797, 0.001360
48.270611, 10.847480, 4.373387, 36.190715, 0.001348
48.271946, 10.188200, 3.499923, 35.646224, 0.001335
48.273267, 9.514299, 2.745784, 35.011056, 0.001321
48.274573, 8.838500, 2.109656, 34.308908, 0.001306
48.275863, 8.171970, 1.585900, 33.560558, 0.001290
48.277137, 7.524122, 1.165863, 32.783460, 0.001274
48.278393, 6.902550, 0.839067, 31.991701, 0.001256
48.279631, 6.313084, 0.594199, 31.196232, 0.001238
48.280850, 5.759912, 0.419879, 30.405241, 0.001219
48.282049, 5.245762, 0.305212, 29.624610, 0.001199
48.283229, 4.772103, 0.240143, 28.858359, 0.001180
48.284389, 4.339357, 0.215672, 28.109079, 0.001160
48.285529, 3.947105, 0.223936, 27.378286, 0.001140
48.286650, 3.594275, 0.258222, 26.666729, 0.001121
48.287752, 3.279312, 0.312918, 25.974628, 0.001102
48.288835, 3.000324, 0.383428, 25.301853, 0.001083
48.289900, 2.755207, 0.466071, 24.648066, 0.001066
48.290949, 2.541750, 0.557979, 24.012808, 0.001049
48.291983, 2.357709, 0.656985, 23.395575, 0.001034
48.293002, 2.200882, 0.761527, 22.795856, 0.001020
48.294010, 2.069152, 0.870555, 22.213160, 0.001007
48.295006, 1.960522, 0.983450, 21.647037, 0.000996
48.295993, 1.873149, 1.099956, 21.097087, 0.000987
48.296974, 1.805353, 1.220114, 20.562960, 0.000981
48.297950, 1.755631, 1.344218, 20.044362, 0.000976
48.298923, 1.722661, 1.472771, 19.541057, 0.000973
48.299895, 1.705304, 1.606453, 19.052864, 0.000972
48.300869, 1.702602, 1.746093, 18.579664, 0.000974
48.301848, 1.713771, 1.892653, 18.121398, 0.000979
48.302837, 1.738203, 2.047211, 17.678075, 0.000989
48.303837, 1.775452, 2.210953, 17.249777, 0.001000
48.304851, 1.825235, 2.385167, 16.836664, 0.001013
48.305879, 1.887421, 2.571242, 16.438992, 0.001028
48.306923, 1.962030, 2.770664, 16.057116, 0.001044
48.307985, 2.049226, 2.985021, 15.691516, 0.001062
48.309066, 2.149313, 3.216002, 15.342806, 0.001081
48.310167, 2.262733, 3.465402, 15.011766, 0.001101
48.311290, 2.390061, 3.735124, 14.699361, 0.001122
48.312435, 2.532003, 4.027173, 14.406779, 0.001145
48.313603, 2.689395, 4.343662, 14.135464, 0.001168
48.314795, 2.863197, 4.686794, 13.887160, 0.001192
48.316012, 3.054495, 5.058856, 13.663962, 0.001217
48.317254, 3.264489, 5.462192, 13.468368, 0.001242
48.318522, 3.494490, 5.899167, 13.303349, 0.001268
48.319817, 3.745909, 6.372124, 13.172416, 0.001294
48.321137, 4.020243, 6.883304, 13.079696, 0.001321
48.322484, 4.319049, 7.434764, 13.030018, 0.001347
48.323857, 4.643918, 8.028243, 13.028994, 0.001373
48.325256, 4.996435, 8.665004, 13.083099, 0.001398
48.326679, 5.378122, 9.345624, 13.199743, 0.001423
48.328125, 5.790368, 10.069732, 13.387314, 0.001446
48.329593, 6.234334, 10.835691, 13.655191, 0.001468
48.331081, 6.710842, 11.640208, 14.013690, 0.001488
48.332587, 7.220220, 12.477886, 14.473924, 0.001506
48.334108, 7.762132, 13.340717, 15.047547, 0.001521
48.335641, 8.335363, 14.217546, 15.746322, 0.001533
48.337184, 8.937578, 15.093532, 16.581494, 0.001543
48.338733, 9.565055, 15.949693, 17.562912, 0.001549
48.340286, 10.212405, 16.762600, 18.697873, 0.001553
48.341839, 10.872306, 17.504369, 19.989709, 0.001553
48.343389, 11.535280, 18.143087, 21.436141, 0.001550
48.344933, 12.189555, 18.643829, 23.027553, 0.001544
48.346470, 12.821080, 18.970397, 24.745370, 0.001537
48.347996, 13.413731, 19.087838, 26.560862, 0.001526
48.349511, 13.949783, 18.965667, 28.434722, 0.001515
48.351012, 14.410659, 18.581518, 30.317805, 0.001501
48.352499, 14.777962, 17.924775, 32.153278, 0.001487
48.353971, 15.034730, 16.999532, 33.880249, 0.001472
48.355427, 15.166787, 15.826214, 35.438602, 0.001456
48.356867, 15.164038, 14.441297, 36.774434, 0.001440
48.358294, 15.021508, 12.894897, 37.845222, 0.001427
48.359710, 14.739952, 11.246461, 38.623804, 0.001416
48.361116, 14.325944, 9.559213, 39.100421, 0.001406
48.362511, 13.791390, 7.894302, 39.282509, 0.001395
48.363894, 13.152571, 6.305660, 39.192397, 0.001383
48.365265, 12.428842, 4.836292, 38.863504, 0.001371
48.366622, 11.641199, 3.516394, 38.335851, 0.001357
48.367965, 10.810882, 2.363227, 37.651680, 0.001343
48.369291, 9.958175, 1.382393, 36.851798, 0.001326
48.370600, 9.101483, 0.569993, 35.972967, 0.001309
48.371890, 8.256735, -0.084860, 35.046388, 0.001290
48.373159, 7.437067, -0.597575, 34.097159, 0.001269
48.374406, 6.652770, -0.985954, 33.144440, 0.001247
48.375629, 5.911415, -1.268501, 32.202087, 0.001223
48.376827, 5.218109, -1.463212, 31.279513, 0.001198
48.377998, 4.575817, -1.586790, 30.382609, 0.001171
48.379141, 3.985715, -1.654196, 29.514604, 0.001143
48.380256, 3.447538, -1.678460, 28.676822, 0.001114
48.381340, 2.959896, -1.670677, 27.869286, 0.001084
48.382392, 2.520570, -1.640104, 27.091193, 0.001053
48.383413, 2.126750, -1.594332, 26.341264, 0.001020
48.384400, 1.775245, -1.539479, 25.617988, 0.000987
48.385352, 1.462648, -1.480397, 24.919788, 0.000952
48.386268, 1.185470, -1.420868, 24.245128, 0.000916
48.387147, 0.940235, -1.363789, 23.592568, 0.000879
48.387986, 0.723560, -1.311332, 22.960798, 0.000839
48.388784, 0.532206, -1.265087, 22.348648, 0.000797
48.389535, 0.363115, -1.226190, 21.755081, 0.000751
48.390235, 0.213428, -1.195423, 21.179189, 0.000700
48.390874, 0.080499, -1.173304, 20.620174, 0.000640
48.391436, -0.038108, -1.160160, 20.077340, 0.000562
48.391959, -0.144619, -1.156189, 19.550076, 0.000523
48.392555, -0.241066, -1.161508, 19.037846, 0.000595
48.393202, -0.329293, -1.176191, 18.540177, 0.000647
48.393889, -0.410977, -1.200310, 18.056653, 0.000687
48.394611, -0.487643, -1.233950, 17.586907, 0.000722
48.395363, -0.560680, -1.277240, 17.130619, 0.000752
48.396142, -0.631361, -1.330363, 16.687511, 0.000779
48.396947, -0.700856, -1.393577, 16.257345, 0.000805
48.397777, -0.770255, -1.467218, 15.839928, 0.000830
48.398630, -0.840579, -1.551720, 15.435109, 0.000853
48.399507, -0.912799, -1.647616, 15.042783, 0.000877
48.400407, -0.987849, -1.755549, 14.662898, 0.000900
48.401330, -1.066640, -1.876280, 14.295458, 0.000923
48.402276, -1.150078, -2.010697, 13.940535, 0.000947
48.403247, -1.239069, -2.159819, 13.598275, 0.000970
48.404242, -1.334540, -2.324806, 13.268911, 0.000995
48.405261, -1.437446, -2.506969, 12.952782, 0.001020
48.406306, -1.548785, -2.707774, 12.650344, 0.001045
48.407377, -1.669604, -2.928852, 12.362198, 0.001071
48.408475, -1.801017, -3.172006, 12.089115, 0.001098
48.409600, -1.944210, -3.439218, 11.832063, 0.001125
48.410754, -2.100457, -3.732652, 11.592249, 0.001153
48.411936, -2.271121, -4.054654, 11.371163, 0.001182
48.413147, -2.457670, -4.407752, 11.170629, 0.001211
48.414388, -2.661681, -4.794646, 10.992865, 0.001241
48.415660, -2.884845, -5.218183, 10.840561, 0.001272
48.416962, -3.128970, -5.681334, 10.716957, 0.001302
48.418296, -3.395977, -6.187138, 10.625940, 0.001333
48.419659, -3.687895, -6.738633, 10.572154, 0.001364
48.421053, -4.006844, -7.338755, 10.561118, 0.001394
48.422477, -4.355014, -7.990194, 10.599354, 0.001424
48.423930, -4.734619, -8.695208, 10.694523, 0.001453
48.425410, -5.147850, -9.455365, 10.855548, 0.001480
48.426915, -5.596790, -10.271218, 11.092730, 0.001506
48.428444, -6.083312, -11.141888, 11.417816, 0.001529
48.429994, -6.608937, -12.064543, 11.844010, 0.001550
48.431562, -7.174652, -13.033771, 12.385871, 0.001568
48.433144, -7.780683, -14.040845, 13.059046, 0.001582
48.434737, -8.426207, -15.072909, 13.879788, 0.001593
48.436337, -9.109024, -16.112120, 14.864162, 0.001600
48.437940, -9.825171, -17.134847, 16.026878, 0.001603
48.439542, -10.568508, -18.111067, 17.379676, 0.001602
48.441139, -11.330300, -19.004146, 18.929250, 0.001598
48.442729, -12.098854, -19.771265, 20.674758, 0.001590
48.444309, -12.859264, -20.364785, 22.605097, 0.001579
48.445875, -13.593373, -20.734776, 24.696292, 0.001566
48.447426, -14.280044, -20.832872, 26.909499, 0.001551
48.448961, -14.895821, -20.617328, 29.190283, 0.001535
48.450479, -15.416063, -20.058818, 31.469843, 0.001517
48.451977, -15.816519, -19.146129, 33.668656, 0.001499
48.453457, -16.075241, -17.890570, 35.702590, 0.001480
48.454918, -16.174626, -16.327892, 37.490911, 0.001461
48.456360, -16.103284, -14.516816, 38.964937, 0.001442
48.457789, -15.857419, -12.533976, 40.075701, 0.001429
48.459207, -15.441441, -10.466017, 40.799009, 0.001418
48.460613, -14.867695, -8.400293, 41.136847, 0.001406
48.462006, -14.155333, -6.416029, 41.114983, 0.001394
48.463386, -13.328547, -4.577507, 40.777560, 0.001380
48.464753, -12.414450, -2.930248, 40.180048, 0.001366
48.466103, -11.440962, -1.500283, 39.382083, 0.001350
48.467436, -10.434944, -0.295949, 38.441390, 0.001333
48.468750, -9.420773, 0.688702, 37.409469, 0.001314
48.470042, -8.419412, 1.469860, 36.329185, 0.001292
48.471311, -7.447955, 2.070040, 35.234011, 0.001269
48.472553, -6.519556, 2.514755, 34.148468, 0.001243
48.473767, -5.643653, 2.829998, 33.089278, 0.001214
48.474951, -4.826357, 3.040519, 32.066845, 0.001183
48.476101, -4.070949, 3.168800, 31.086756, 0.001150
48.477216, -3.378390, 3.234550, 30.151138, 0.001114
48.478291, -2.747813, 3.254584, 29.259783, 0.001076
48.479326, -2.176972, 3.242925, 28.411034, 0.001034
48.480315, -1.662622, 3.211056, 27.602431, 0.000989
48.481254, -1.200847, 3.168228, 26.831172, 0.000939
48.482138, -0.787318, 3.121783, 26.094412, 0.000884
48.482958, -0.417498, 3.077468, 25.389451, 0.000820
48.483699, -0.086801, 3.039726, 24.713843, 0.000741
48.484333, 0.209293, 3.011948, 24.065438, 0.000634
48.485005, 0.475154, 2.996693, 23.442400, 0.000672
48.485751, 0.714949, 2.995874, 22.843192, 0.000746
48.486553, 0.932605, 3.010922, 22.266561, 0.000802
48.487399, 1.131792, 3.042907, 21.711510, 0.000846
48.488282, 1.315920, 3.092652, 21.177274, 0.000884
48.489199, 1.488147, 3.160820, 20.663297, 0.000916
48.490145, 1.651386, 3.247980, 20.169216, 0.000946
48.491118, 1.808326, 3.354673, 19.694847, 0.000973
48.492117, 1.961451, 3.481445, 19.240175, 0.000999
48.493141, 2.113063, 3.628892, 18.805358, 0.001024
48.494189, 2.265306, 3.797681, 18.390723, 0.001048
48.495259, 2.420186, 3.988567, 17.996778, 0.001071
48.496353, 2.579595, 4.202407, 17.624224, 0.001094
48.497470, 2.745333, 4.440164, 17.273971, 0.001117
48.498610, 2.919125, 4.702908, 16.947163, 0.001140
48.499773, 3.102637, 4.991802, 16.645204, 0.001163
48.500959, 3.297492, 5.308095, 16.369792, 0.001186
48.502168, 3.505282, 5.653093, 16.122952, 0.001209
48.503400, 3.727572, 6.028126, 15.907080, 0.001232
48.504656, 3.965903, 6.434503, 15.724991, 0.001256
48.505935, 4.221792, 6.873455, 15.579961, 0.001279
48.507238, 4.496722, 7.346052, 15.475780, 0.001303
48.508564, 4.792124, 7.853110, 15.416798, 0.001326
48.509912, 5.109355, 8.395063, 15.407968, 0.001349
48.511283, 5.449657, 8.971814, 15.454878, 0.001371
48.512675, 5.814114, 9.582547, 15.563760, 0.001392
48.514087, 6.203585, 10.225513, 15.741481, 0.001412
48.515519, 6.618625, 10.897764, 15.995478, 0.001431
48.516967, 7.059386, 11.594871, 16.333645, 0.001449
48.518432, 7.525499, 12.310601, 16.764141, 0.001464
48.519910, 8.015939, 13.036591, 17.295093, 0.001478
48.521400, 8.528864, 13.762023, 17.934182, 0.001490
48.522899, 9.061448, 14.473362, 18.688085, 0.001499
48.524404, 9.609708, 15.154178, 19.561763, 0.001506
48.525914, 10.168336, 15.785146, 20.557605, 0.001510
48.527425, 10.730556, 16.344281, 21.674442, 0.001511
48.528936, 11.288040, 16.807498, 22.906502, 0.001511
48.530444, 11.830893, 17.149566, 24.242416, 0.001508
48.531947, 12.347762, 17.345496, 25.664405, 0.001503
48.533443, 12.826079, 17.372339, 27.147840, 0.001496
48.534930, 13.252470, 17.211299, 28.661380, 0.001487
48.536407, 13.613337, 16.849959, 30.167832, 0.001477
48.537873, 13.895588, 16.284327, 31.625844, 0.001466
48.539327, 14.087470, 15.520359, 32.992375, 0.001454
48.540768, 14.179424, 14.574613, 34.225749, 0.001441
48.542196, 14.164879, 13.473798, 35.288921, 0.001428
48.543613, 14.040859, 12.253145, 36.152491, 0.001417
48.545021, 13.808331, 10.953750, 36.797005, 0.001408
48.546420, 13.472234, 9.619268, 37.214169, 0.001399
48.547809, 13.041171, 8.292419, 37.406819, 0.001389
48.549188, 12.526819, 7.011842, 37.387714, 0.001379
48.550556, 11.943119, 5.809688, 37.177445, 0.001368
48.551911, 11.305373, 4.710194, 36.801847, 0.001356
48.553254, 10.629327, 3.729252, 36.289345, 0.001343
48.554583, 9.930352, 2.874842, 35.668584, 0.001329
48.555897, 9.222775, 2.148089, 34.966566, 0.001314
48.557195, 8.519391, 1.544658, 34.207391, 0.001298
48.558477, 7.831160, 1.056257, 33.411569, 0.001281
48.559740, 7.167078, 0.672050, 32.595825, 0.001263
48.560984, 6.534181, 0.379872, 31.773250, 0.001244
48.562209, 5.937652, 0.167192, 30.953680, 0.001225
48.563413, 5.381000, 0.021818, 30.144194, 0.001204
48.564597, 4.866279, -0.067624, 29.349630, 0.001184
48.565760, 4.394314, -0.111406, 28.573087, 0.001162
48.566901, 3.964934, -0.118561, 27.816361, 0.001141
48.568020, 3.577187, -0.096850, 27.080307, 0.001120
48.569119, 3.229533, -0.052805, 26.365136, 0.001099
48.570197, 2.920012, 0.008187, 25.670632, 0.001078
48.571254, 2.646390, 0.081776, 24.996326, 0.001058
48.572292, 2.406277, 0.164523, 24.341605, 0.001038
48.573312, 2.197222, 0.253786, 23.705797, 0.001020
48.574314, 2.016788, 0.347601, 23.088225, 0.001002
48.575300, 1.862614, 0.444576, 22.488235, 0.000986
48.576272, 1.732455, 0.543802, 21.905219, 0.000972
48.577231, 1.624212, 0.644766, 21.338623, 0.000959
48.578179, 1.535952, 0.747283, 20.787948, 0.000948
48.579118, 1.465925, 0.851434, 20.252750, 0.000939
48.580049, 1.412564, 0.957524, 19.732643, 0.000932
48.580977, 1.374489, 1.066034, 19.227290, 0.000927
48.581901, 1.350506, 1.177595, 18.736405, 0.000925
48.582826, 1.339599, 1.292963, 18.259751, 0.000924
48.583752, 1.340927, 1.413000, 17.797138, 0.000926
48.584685, 1.353816, 1.538662, 17.348427, 0.000933
48.585628, 1.377751, 1.670993, 16.913530, 0.000943
48.586583, 1.412368, 1.811119, 16.492416, 0.000955
48.587552, 1.457452, 1.960246, 16.085115, 0.000969
48.588536, 1.512924, 2.119666, 15.691728, 0.000984
48.589536, 1.578841, 2.290756, 15.312435, 0.001001
48.590555, 1.655391, 2.474990, 14.947507, 0.001019
48.591593, 1.742887, 2.673937, 14.597321, 0.001038
48.592652, 1.841768, 2.889276, 14.262380, 0.001059
48.593733, 1.952596, 3.122799, 13.943331, 0.001081
48.594837, 2.076057, 3.376418, 13.640992, 0.001104
48.595965, 2.212958, 3.652174, 13.356381, 0.001128
48.597117, 2.364231, 3.952234, 13.090756, 0.001153
48.598296, 2.530931, 4.278894, 12.845650, 0.001178
48.599500, 2.714237, 4.634574, 12.622927, 0.001205
48.600732, 2.915453, 5.021802, 12.424834, 0.001232
48.601992, 3.136001, 5.443194, 12.254067, 0.001259
