t, X, Y, Z, DT
0.010000, 1.012567, 1.259918, 0.984891, 0.010000
0.011801, 1.048824, 1.523997, 0.973114, 0.001801
0.013634, 1.107209, 1.798310, 0.965159, 0.001832
0.015502, 1.186868, 2.088540, 0.961737, 0.001868
0.017411, 1.287557, 2.400154, 0.963806, 0.001909
0.019363, 1.409571, 2.738546, 0.972608, 0.001952
0.021358, 1.553690, 3.109154, 0.989731, 0.001996
0.023397, 1.721146, 3.517569, 1.017187, 0.002039
0.025476, 1.913596, 3.969615, 1.057512, 0.002079
0.027592, 2.133107, 4.471411, 1.113899, 0.002116
0.029739, 2.382146, 5.029415, 1.190354, 0.002147
0.031910, 2.663581, 5.650438, 1.291893, 0.002172
0.034099, 2.980668, 6.341615, 1.424787, 0.002188
0.036295, 3.337045, 7.110331, 1.596843, 0.002197
0.038491, 3.736716, 7.964065, 1.817757, 0.002196
0.040678, 4.184007, 8.910141, 2.099503, 0.002187
0.042849, 4.683507, 9.955333, 2.456794, 0.002170
0.044995, 5.239967, 11.105288, 2.907557, 0.002146
0.047110, 5.858133, 12.363697, 3.473431, 0.002116
0.049191, 6.542513, 13.731149, 4.180191, 0.002081
0.051232, 7.297030, 15.203592, 5.058021, 0.002042
0.053232, 8.124546, 16.770340, 6.141457, 0.002000
0.055188, 9.026215, 18.411601, 7.468781, 0.001956
0.057099, 10.000639, 20.095576, 9.080531, 0.001911
0.058965, 11.042823, 21.775358, 11.016741, 0.001866
0.060786, 12.142932, 23.386068, 13.312491, 0.001821
0.062563, 13.284945, 24.843036, 15.991439, 0.001777
0.064297, 14.445350, 26.042196, 19.057333, 0.001734
0.065988, 15.592182, 26.864169, 22.484125, 0.001692
0.067640, 16.684763, 27.183473, 26.206297, 0.001651
0.069253, 17.674639, 26.883606, 30.112135, 0.001613
0.070829, 18.508113, 25.877106, 34.043549, 0.001576
0.072371, 19.130568, 24.127303, 37.805809, 0.001542
0.073880, 19.492306, 21.666040, 41.188556, 0.001510
0.075359, 19.555041, 18.600674, 43.995692, 0.001479
0.076813, 19.297723, 15.105561, 46.077475, 0.001454
0.078251, 18.720212, 11.397976, 47.355669, 0.001438
0.079675, 17.843776, 7.704258, 47.833954, 0.001424
0.081084, 16.708234, 4.225761, 47.590768, 0.001409
0.082478, 15.366499, 1.113758, 46.758015, 0.001394
0.083854, 13.877914, -1.541669, 45.493324, 0.001377
0.085211, 12.301848, -3.709144, 43.953982, 0.001357
0.086545, 10.692619, -5.404206, 42.278057, 0.001334
0.087851, 9.096259, -6.673702, 40.574463, 0.001306
0.089125, 7.549065, -7.580829, 38.920797, 0.001274
0.090360, 6.077562, -8.193378, 37.366355, 0.001235
0.091550, 4.699412, -8.575906, 35.937698, 0.001190
0.092688, 3.424793, -8.785421, 34.644780, 0.001138
0.093764, 2.257933, -8.869676, 33.486466, 0.001076
0.094766, 1.198565, -8.867139, 32.454933, 0.001002
0.095674, 0.243204, -8.807869, 31.538891, 0.000908
0.096451, -0.613809, -8.714782, 30.725777, 0.000777
0.097276, -1.379484, -8.604971, 30.003125, 0.000825
0.098191, -2.061556, -8.490928, 29.359360, 0.000915
0.099170, -2.668036, -8.381581, 28.784187, 0.000980
0.100200, -3.206883, -8.283145, 28.268732, 0.001030
0.101271, -3.685788, -8.199790, 27.805518, 0.001071
0.102375, -4.112029, -8.134157, 27.388370, 0.001104
0.103508, -4.492383, -8.087756, 27.012268, 0.001133
0.104666, -4.833087, -8.061258, 26.673195, 0.001158
0.105845, -5.139813, -8.054717, 26.367986, 0.001179
0.107043, -5.417679, -8.067734, 26.094186, 0.001198
0.108258, -5.671259, -8.099574, 25.849929, 0.001215
0.109488, -5.904609, -8.149253, 25.633827, 0.001230
0.110731, -6.121297, -8.215599, 25.444877, 0.001243
0.111987, -6.324432, -8.297294, 25.282381, 0.001256
0.113255, -6.516695, -8.392906, 25.145876, 0.001267
0.114533, -6.700372, -8.500900, 25.035076, 0.001278
0.115820, -6.877380, -8.619656, 24.949817, 0.001288
0.117117, -7.049297, -8.747471, 24.890011, 0.001297
0.118422, -7.217384, -8.882564, 24.855604, 0.001305
0.119735, -7.382608, -9.023073, 24.846531, 0.001313
0.121055, -7.545665, -9.167060, 24.862684, 0.001320
0.122382, -7.706993, -9.312511, 24.903871, 0.001327
0.123715, -7.866798, -9.457341, 24.969780, 0.001333
0.125054, -8.025060, -9.599402, 25.059945, 0.001339
0.126398, -8.181559, -9.736496, 25.173713, 0.001344
0.127747, -8.335880, -9.866394, 25.310211, 0.001349
0.129100, -8.487438, -9.986859, 25.468319, 0.001353
0.130457, -8.635492, -10.095676, 25.646646, 0.001357
0.131818, -8.779161, -10.190688, 25.843510, 0.001360
0.133181, -8.917448, -10.269842, 26.056927, 0.001363
0.134546, -9.049262, -10.331230, 26.284609, 0.001365
0.135913, -9.173446, -10.373147, 26.523971, 0.001367
0.137281, -9.288799, -10.394135, 26.772148, 0.001368
0.138650, -9.394111, -10.393040, 27.026028, 0.001369
0.140019, -9.488195, -10.369061, 27.282291, 0.001369
0.141388, -9.569919, -10.321787, 27.537470, 0.001369
0.142756, -9.638239, -10.251231, 27.788007, 0.001368
0.144123, -9.692234, -10.157856, 28.030335, 0.001367
0.145488, -9.731136, -10.042574, 28.260954, 0.001365
0.146851, -9.754358, -9.906742, 28.476512, 0.001363
0.148212, -9.761521, -9.752136, 28.673890, 0.001361
0.149570, -9.752468, -9.580912, 28.850271, 0.001358
0.150927, -9.727277, -9.395548, 29.003212, 0.001357
0.152281, -9.686269, -9.198779, 29.130697, 0.001354
0.153634, -9.630005, -8.993523, 29.231175, 0.001352
0.154983, -9.559273, -8.782800, 29.303583, 0.001349
0.156330, -9.475078, -8.569651, 29.347353, 0.001347
0.157673, -9.378616, -8.357060, 29.362404, 0.001344
0.159014, -9.271245, -8.147886, 29.349110, 0.001340
0.160351, -9.154461, -7.944797, 29.308271, 0.001337
0.161685, -9.029858, -7.750227, 29.241057, 0.001334
0.163015, -8.899097, -7.566333, 29.148962, 0.001330
0.164342, -8.763872, -7.394976, 29.033739, 0.001327
0.165665, -8.625880, -7.237709, 28.897350, 0.001323
0.166985, -8.486787, -7.095778, 28.741902, 0.001320
0.168301, -8.348205, -6.970135, 28.569603, 0.001316
0.169614, -8.211670, -6.861453, 28.382710, 0.001313
0.170923, -8.078625, -6.770154, 28.183494, 0.001310
0.172230, -7.950402, -6.696434, 27.974205, 0.001306
0.173533, -7.828217, -6.640299, 27.757049, 0.001303
0.174834, -7.713162, -6.601589, 27.534165, 0.001301
0.176132, -7.606203, -6.580012, 27.307617, 0.001298
0.177429, -7.508183, -6.575169, 27.079382, 0.001296
0.178723, -7.419820, -6.586580, 26.851349, 0.001294
0.180016, -7.341717, -6.613704, 26.625320, 0.001293
0.181308, -7.274364, -6.655955, 26.403009, 0.001292
0.182599, -7.218148, -6.712718, 26.186048, 0.001291
0.183889, -7.173359, -6.783353, 25.975995, 0.001291
0.185180, -7.140200, -6.867209, 25.774335, 0.001291
0.186472, -7.118788, -6.963618, 25.582493, 0.001291
0.187764, -7.109168, -7.071901, 25.401832, 0.001292
0.189058, -7.111315, -7.191361, 25.233664, 0.001294
0.190354, -7.125137, -7.321275, 25.079249, 0.001296
0.191653, -7.150482, -7.460893, 24.939802, 0.001299
0.192955, -7.187139, -7.609423, 24.816487, 0.001303
0.194262, -7.234840, -7.766021, 24.710419, 0.001306
0.195572, -7.293257, -7.929780, 24.622660, 0.001310
0.196887, -7.362006, -8.099720, 24.554212, 0.001315
0.198206, -7.440641, -8.274772, 24.506004, 0.001319
0.199530, -7.528651, -8.453770, 24.478885, 0.001324
0.200858, -7.625460, -8.635438, 24.473605, 0.001328
0.202191, -7.730418, -8.818385, 24.490800, 0.001333
0.203529, -7.842798, -9.001096, 24.530966, 0.001338
0.204871, -7.961794, -9.181934, 24.594440, 0.001342
0.206217, -8.086514, -9.359138, 24.681372, 0.001346
0.207568, -8.215977, -9.530830, 24.791696, 0.001351
0.208923, -8.349112, -9.695033, 24.925103, 0.001355
0.210281, -8.484759, -9.849684, 25.081013, 0.001358
0.211643, -8.621666, -9.992665, 25.258547, 0.001362
0.213007, -8.758500, -10.121835, 25.456502, 0.001365
0.214374, -8.893851, -10.235073, 25.673336, 0.001367
0.215744, -9.026243, -10.330325, 25.907150, 0.001369
0.217115, -9.154152, -10.405660, 26.155691, 0.001371
0.218487, -9.276023, -10.459326, 26.416354, 0.001372
0.219861, -9.390293, -10.489816, 26.686206, 0.001373
0.221234, -9.495419, -10.495923, 26.962015, 0.001374
0.222608, -9.589907, -10.476803, 27.240298, 0.001373
0.223981, -9.672344, -10.432025, 27.517381, 0.001373
0.225352, -9.741433, -10.361610, 27.789471, 0.001372
0.226723, -9.796024, -10.266060, 28.052740, 0.001370
0.228092, -9.835150, -10.146370, 28.303415, 0.001369
0.229458, -9.858053, -10.004024, 28.537871, 0.001366
0.230822, -9.864212, -9.840965, 28.752719, 0.001364
0.232183, -9.853359, -9.659558, 28.944901, 0.001361
0.233542, -9.825498, -9.462526, 29.111761, 0.001359
0.234899, -9.780902, -9.252878, 29.251107, 0.001357
0.236253, -9.720119, -9.033825, 29.361260, 0.001354
0.237604, -9.643954, -8.808686, 29.441080, 0.001351
0.238952, -9.553453, -8.580805, 29.489972, 0.001348
0.240297, -9.449878, -8.353455, 29.507874, 0.001345
0.241639, -9.334678, -8.129763, 29.495229, 0.001342
0.242977, -9.209449, -7.912639, 29.452943, 0.001338
0.244311, -9.075901, -7.704725, 29.382326, 0.001334
0.245642, -8.935817, -7.508350, 29.285035, 0.001331
0.246969, -8.791017, -7.325509, 29.163008, 0.001327
0.248292, -8.643319, -7.157852, 29.018395, 0.001323
0.249611, -8.494511, -7.006686, 28.853500, 0.001319
0.250927, -8.346317, -6.872992, 28.670719, 0.001316
0.252239, -8.200376, -6.757443, 28.472495, 0.001312
0.253547, -8.058223, -6.660441, 28.261268, 0.001308
0.254852, -7.921270, -6.582143, 28.039448, 0.001305
0.256154, -7.790803, -6.522502, 27.809380, 0.001302
0.257453, -7.667970, -6.481297, 27.573332, 0.001299
0.258749, -7.553783, -6.458171, 27.333479, 0.001296
0.260043, -7.449118, -6.452659, 27.091894, 0.001294
0.261335, -7.354718, -6.464217, 26.850551, 0.001292
0.262626, -7.271203, -6.492244, 26.611323, 0.001290
0.263915, -7.199074, -6.536101, 26.375986, 0.001289
0.265203, -7.138722, -6.595126, 26.146230, 0.001288
0.266491, -7.090436, -6.668643, 25.923659, 0.001288
0.267779, -7.054415, -6.755968, 25.709806, 0.001288
0.269067, -7.030771, -6.856413, 25.506136, 0.001288
0.270357, -7.019543, -6.969282, 25.314056, 0.001289
0.271647, -7.020697, -7.093871, 25.134920, 0.001291
0.272940, -7.034135, -7.229457, 24.970033, 0.001293
0.274237, -7.059699, -7.375291, 24.820657, 0.001296
0.275537, -7.097172, -7.530586, 24.688010, 0.001300
0.276841, -7.146281, -7.694506, 24.573264, 0.001304
0.278149, -7.206698, -7.866152, 24.477545, 0.001308
0.279462, -7.278033, -8.044549, 24.401922, 0.001313
0.280780, -7.359841, -8.228628, 24.347403, 0.001318
0.282102, -7.451609, -8.417217, 24.314918, 0.001322
0.283430, -7.552757, -8.609029, 24.305306, 0.001327
0.284762, -7.662633, -8.802644, 24.319295, 0.001332
0.286099, -7.780502, -8.996512, 24.357479, 0.001337
0.287441, -7.905547, -9.188939, 24.420292, 0.001342
0.288788, -8.036862, -9.378090, 24.507983, 0.001347
0.290139, -8.173442, -9.561996, 24.620578, 0.001351
0.291495, -8.314189, -9.738563, 24.757854, 0.001356
0.292854, -8.457900, -9.905592, 24.919304, 0.001359
0.294218, -8.603278, -10.060806, 25.104104, 0.001363
0.295584, -8.748925, -10.201883, 25.311087, 0.001366
0.296953, -8.893360, -10.326501, 25.538714, 0.001369
0.298325, -9.035021, -10.432393, 25.785061, 0.001372
0.299698, -9.172285, -10.517400, 26.047809, 0.001373
0.301073, -9.303484, -10.579542, 26.324248, 0.001375
0.302449, -9.426934, -10.617086, 26.611292, 0.001376
0.303825, -9.540960, -10.628612, 26.905514, 0.001376
0.305201, -9.643930, -10.613088, 27.203189, 0.001376
0.306577, -9.734290, -10.569921, 27.500364, 0.001376
0.307951, -9.810600, -10.499016, 27.792930, 0.001375
0.309324, -9.871573, -10.400806, 28.076716, 0.001373
0.310695, -9.916116, -10.276273, 28.347590, 0.001371
0.312064, -9.943355, -10.126945, 28.601562, 0.001369
0.313430, -9.952672, -9.954870, 28.834893, 0.001366
0.314793, -9.943729, -9.762575, 29.044188, 0.001363
0.316154, -9.916476, -9.552996, 29.226492, 0.001361
0.317513, -9.871167, -9.329400, 29.379358, 0.001358
0.318868, -9.808356, -9.095287, 29.500904, 0.001356
0.320221, -9.728880, -8.854290, 29.589845, 0.001353
0.321571, -9.633849, -8.610069, 29.645499, 0.001350
0.322917, -9.524611, -8.366214, 29.667781, 0.001346
0.324260, -9.402719, -8.126153, 29.657163, 0.001343
0.325599, -9.269895, -7.893070, 29.614632, 0.001339
0.326934, -9.127986, -7.669848, 29.541621, 0.001335
0.328265, -8.978920, -7.459019, 29.439944, 0.001331
0.329592, -8.824665, -7.262739, 29.311718, 0.001327
0.330915, -8.667187, -7.082780, 29.159291, 0.001323
0.332234, -8.508417, -6.920529, 28.985167, 0.001319
0.333549, -8.350216, -6.777009, 28.791947, 0.001315
0.334860, -8.194346, -6.652906, 28.582267, 0.001311
0.336167, -8.042456, -6.548607, 28.358754, 0.001307
0.337471, -7.896058, -6.464230, 28.123986, 0.001304
0.338771, -7.756522, -6.399675, 27.880465, 0.001300
0.340068, -7.625070, -6.354659, 27.630596, 0.001297
0.341362, -7.502772, -6.328754, 27.376674, 0.001294
0.342654, -7.390550, -6.321424, 27.120878, 0.001292
0.343944, -7.289184, -6.332054, 26.865272, 0.001289
0.345231, -7.199317, -6.359979, 26.611806, 0.001288
0.346517, -7.121469, -6.404500, 26.362324, 0.001286
0.347803, -7.056039, -6.464903, 26.118571, 0.001285
0.349087, -7.003323, -6.540471, 25.882204, 0.001285
0.350372, -6.963520, -6.630488, 25.654801, 0.001285
0.351657, -6.936740, -6.734241, 25.437871, 0.001285
0.352943, -6.923019, -6.851023, 25.232863, 0.001286
0.354230, -6.922318, -6.980122, 25.041172, 0.001287
0.355520, -6.934535, -7.120817, 24.864149, 0.001290
0.356813, -6.959511, -7.272367, 24.703105, 0.001293
0.358110, -6.997025, -7.434000, 24.559310, 0.001297
0.359412, -7.046806, -7.604896, 24.433997, 0.001301
0.360717, -7.108525, -7.784175, 24.328358, 0.001306
0.362028, -7.181798, -7.970878, 24.243538, 0.001311
0.363343, -7.266183, -8.163952, 24.180627, 0.001316
0.364664, -7.361172, -8.362237, 24.140648, 0.001321
0.365990, -7.466192, -8.564443, 24.124541, 0.001326
0.367321, -7.580593, -8.769146, 24.133141, 0.001331
0.368658, -7.703645, -8.974771, 24.167160, 0.001336
0.369999, -7.834530, -9.179583, 24.227152, 0.001342
0.371346, -7.972335, -9.381691, 24.313489, 0.001347
0.372698, -8.116046, -9.579042, 24.426322, 0.001352
0.374054, -8.264542, -9.769435, 24.565549, 0.001356
0.375414, -8.416596, -9.950538, 24.730773, 0.001360
0.376779, -8.570866, -10.119912, 24.921267, 0.001364
0.378146, -8.725904, -10.275043, 25.135938, 0.001368
0.379517, -8.880160, -10.413396, 25.373299, 0.001371
0.380891, -9.031989, -10.532460, 25.631439, 0.001374
0.382267, -9.179668, -10.629820, 25.908015, 0.001376
0.383644, -9.321418, -10.703223, 26.200242, 0.001377
0.385023, -9.455421, -10.750659, 26.504914, 0.001378
0.386402, -9.579861, -10.770442, 26.818422, 0.001379
0.387781, -9.692950, -10.761282, 27.136813, 0.001379
0.389159, -9.792971, -10.722367, 27.455843, 0.001379
0.390537, -9.878317, -10.653415, 27.771071, 0.001378
0.391913, -9.947536, -10.554728, 28.077953, 0.001376
0.393287, -9.999373, -10.427218, 28.371951, 0.001374
0.394658, -10.032808, -10.272408, 28.648658, 0.001372
0.396027, -10.047091, -10.092414, 28.903909, 0.001369
0.397393, -10.041775, -9.889899, 29.133908, 0.001366
0.398756, -10.016728, -9.668005, 29.335319, 0.001363
0.400116, -9.972153, -9.430260, 29.505366, 0.001361
0.401474, -9.908581, -9.180472, 29.641887, 0.001358
0.402829, -9.826867, -8.922616, 29.743386, 0.001355
0.404180, -9.728163, -8.660716, 29.809038, 0.001351
0.405528, -9.613894, -8.398726, 29.838682, 0.001348
0.406872, -9.485717, -8.140426, 29.832787, 0.001344
0.408212, -9.345479, -7.889332, 29.792392, 0.001340
0.409548, -9.195171, -7.648622, 29.719041, 0.001336
0.410880, -9.036876, -7.421083, 29.614701, 0.001332
0.412207, -8.872726, -7.209080, 29.481674, 0.001328
0.413530, -8.704854, -7.014543, 29.322515, 0.001323
0.414849, -8.535351, -6.838974, 29.139948, 0.001319
0.416164, -8.366235, -6.683466, 28.936795, 0.001315
0.417474, -8.199414, -6.548737, 28.715912, 0.001310
0.418781, -8.036669, -6.435166, 28.480133, 0.001306
0.420083, -7.879632, -6.342847, 28.232228, 0.001302
0.421382, -7.729776, -6.271626, 27.974875, 0.001299
0.422678, -7.588411, -6.221154, 27.710633, 0.001295
0.423970, -7.456679, -6.190931, 27.441937, 0.001292
0.425259, -7.335562, -6.180342, 27.171083, 0.001289
0.426546, -7.225885, -6.188695, 26.900238, 0.001287
0.427831, -7.128327, -6.215251, 26.631438, 0.001285
0.429114, -7.043429, -6.259244, 26.366602, 0.001283
0.430396, -6.971609, -6.319904, 26.107536, 0.001282
0.431677, -6.913172, -6.396463, 25.855953, 0.001281
0.432958, -6.868319, -6.488169, 25.613478, 0.001281
0.434240, -6.837165, -6.594284, 25.381664, 0.001281
0.435522, -6.819742, -6.714084, 25.162002, 0.001282
0.436805, -6.816010, -6.846853, 24.955929, 0.001284
0.438091, -6.825866, -6.991875, 24.764841, 0.001286
0.439380, -6.849148, -7.148425, 24.590096, 0.001289
0.440674, -6.885640, -7.315749, 24.433018, 0.001293
0.441971, -6.935071, -7.493056, 24.294900, 0.001298
0.443274, -6.997121, -7.679496, 24.177002, 0.001302
0.444581, -7.071412, -7.874142, 24.080548, 0.001307
0.445894, -7.157513, -8.075976, 24.006717, 0.001313
0.447212, -7.254929, -8.283864, 23.956632, 0.001318
0.448536, -7.363101, -8.496540, 23.931344, 0.001324
0.449866, -7.481392, -8.712594, 23.931814, 0.001329
0.451201, -7.609088, -8.930449, 23.958887, 0.001335
0.452541, -7.745380, -9.148355, 24.013265, 0.001341
0.453888, -7.889364, -9.364383, 24.095471, 0.001346
0.455239, -8.040028, -9.576418, 24.205817, 0.001351
0.456595, -8.196247, -9.782169, 24.344360, 0.001356
0.457956, -8.356777, -9.979181, 24.510859, 0.001361
0.459322, -8.520252, -10.164858, 24.704735, 0.001365
0.460691, -8.685182, -10.336498, 24.925028, 0.001369
0.462064, -8.849959, -10.491335, 25.170353, 0.001373
0.463440, -9.012866, -10.626598, 25.438876, 0.001376
0.464818, -9.172085, -10.739579, 25.728282, 0.001378
0.466198, -9.325722, -10.827710, 26.035772, 0.001380
0.467579, -9.471827, -10.888648, 26.358057, 0.001381
0.468961, -9.608428, -10.920368, 26.691393, 0.001382
0.470343, -9.733568, -10.921251, 27.031615, 0.001382
0.471725, -9.845344, -10.890176, 27.374204, 0.001382
0.473105, -9.941955, -10.826590, 27.714377, 0.001381
0.474485, -10.021750, -10.730575, 28.047189, 0.001379
0.475862, -10.083273, -10.602887, 28.367654, 0.001377
0.477237, -10.125313, -10.444971, 28.670881, 0.001375
0.478609, -10.146947, -10.258947, 28.952209, 0.001372
0.479977, -10.147568, -10.047569, 29.207343, 0.001369
0.481343, -10.126921, -9.814154, 29.432475, 0.001366
0.482706, -10.085112, -9.562482, 29.624391, 0.001363
0.484066, -10.022614, -9.296684, 29.780554, 0.001360
0.485423, -9.940262, -9.021105, 29.899158, 0.001357
0.486776, -9.839228, -8.740176, 29.979150, 0.001353
0.488126, -9.720994, -8.458274, 30.020221, 0.001350
0.489472, -9.587308, -8.179600, 30.022775, 0.001346
0.490813, -9.440141, -7.908073, 29.987865, 0.001342
0.492151, -9.281630, -7.647238, 29.917117, 0.001337
0.493484, -9.114027, -7.400210, 29.812635, 0.001333
0.494812, -8.939642, -7.169625, 29.676907, 0.001328
0.496136, -8.760793, -6.957633, 29.512706, 0.001324
0.497455, -8.579759, -6.765899, 29.322995, 0.001319
0.498770, -8.398737, -6.595623, 29.110842, 0.001315
0.500080, -8.219808, -6.447586, 28.879347, 0.001310
0.501386, -8.044913, -6.322186, 28.631582, 0.001306
0.502688, -7.875827, -6.219498, 28.370539, 0.001302
0.503985, -7.714151, -6.139325, 28.099099, 0.001298
0.505279, -7.561304, -6.081254, 27.820005, 0.001294
0.506569, -7.418523, -6.044704, 27.535848, 0.001290
0.507856, -7.286864, -6.028977, 27.249068, 0.001287
0.509141, -7.167213, -6.033294, 26.961948, 0.001284
0.510423, -7.060296, -6.056831, 26.676625, 0.001282
0.511703, -6.966689, -6.098744, 26.395101, 0.001280
0.512981, -6.886833, -6.158194, 26.119255, 0.001279
0.514259, -6.821049, -6.234357, 25.850857, 0.001278
0.515536, -6.769549, -6.326434, 25.591585, 0.001277
0.516813, -6.732451, -6.433654, 25.343036, 0.001277
0.518091, -6.709789, -6.555275, 25.106743, 0.001278
0.519371, -6.701524, -6.690573, 24.884185, 0.001279
0.520652, -6.707554, -6.838842, 24.676800, 0.001281
0.521936, -6.727719, -6.999370, 24.485990, 0.001285
0.523225, -6.761805, -7.171434, 24.313131, 0.001289
0.524519, -6.809549, -7.354280, 24.159573, 0.001293
0.525817, -6.870639, -7.547101, 24.026646, 0.001298
0.527120, -6.944712, -7.749021, 23.915650, 0.001304
0.528430, -7.031353, -7.959073, 23.827856, 0.001309
0.529745, -7.130088, -8.176174, 23.764493, 0.001315
0.531065, -7.240379, -8.399110, 23.726733, 0.001321
0.532392, -7.361618, -8.626509, 23.715673, 0.001327
0.533725, -7.493113, -8.856826, 23.732312, 0.001333
0.535064, -7.634084, -9.088326, 23.777520, 0.001339
0.536409, -7.783650, -9.319074, 23.852004, 0.001345
0.537760, -7.940819, -9.546926, 23.956272, 0.001351
0.539116, -8.104480, -9.769527, 24.090586, 0.001356
0.540477, -8.273393, -9.984328, 24.254916, 0.001361
0.541843, -8.446186, -10.188593, 24.448890, 0.001366
0.543214, -8.621348, -10.379439, 24.671745, 0.001370
0.544588, -8.797233, -10.553874, 24.922280, 0.001374
0.545965, -8.972063, -10.708853, 25.198809, 0.001377
0.547345, -9.143939, -10.841348, 25.499130, 0.001380
0.548728, -9.310862, -10.948432, 25.820502, 0.001382
0.550112, -9.470749, -11.027370, 26.159636, 0.001384
0.551497, -9.621471, -11.075723, 26.512709, 0.001385
0.552882, -9.760888, -11.091451, 26.875400, 0.001385
0.554268, -9.886891, -11.073018, 27.242949, 0.001385
0.555652, -9.997456, -11.019484, 27.610243, 0.001384
0.557035, -10.090695, -10.930594, 27.971924, 0.001383
0.558416, -10.164907, -10.806827, 28.322524, 0.001381
0.559794, -10.218639, -10.649437, 28.656605, 0.001379
0.561170, -10.250734, -10.460448, 28.968924, 0.001376
0.562542, -10.260369, -10.242623, 29.254580, 0.001372
0.563911, -10.247101, -9.999393, 29.509168, 0.001369
0.565277, -10.210879, -9.734760, 29.728908, 0.001366
0.566640, -10.152065, -9.453166, 29.910748, 0.001363
0.567999, -10.071420, -9.159351, 30.052440, 0.001360
0.569355, -9.970096, -8.858195, 30.152576, 0.001356
0.570708, -9.849598, -8.554564, 30.210593, 0.001352
0.572056, -9.711744, -8.253163, 30.226737, 0.001348
0.573400, -9.558613, -7.958403, 30.202001, 0.001344
0.574739, -9.392491, -7.674297, 30.138042, 0.001339
0.576074, -9.215801, -7.404379, 30.037074, 0.001335
0.577404, -9.031049, -7.151654, 29.901761, 0.001330
0.578729, -8.840762, -6.918573, 29.735096, 0.001325
0.580049, -8.647432, -6.707035, 29.540298, 0.001320
0.581364, -8.453469, -6.518414, 29.320712, 0.001315
0.582675, -8.261160, -6.353595, 29.079717, 0.001310
0.583980, -8.072639, -6.213033, 28.820659, 0.001306
0.585281, -7.889859, -6.096808, 28.546792, 0.001301
0.586578, -7.714582, -6.004694, 28.261238, 0.001297
0.587871, -7.548367, -5.936215, 27.966959, 0.001292
0.589159, -7.392571, -5.890712, 27.666740, 0.001289
0.590444, -7.248349, -5.867393, 27.363188, 0.001285
0.591726, -7.116671, -5.865379, 27.058729, 0.001282
0.593005, -6.998326, -5.883748, 26.755621, 0.001279
0.594282, -6.893938, -5.921564, 26.455966, 0.001277
0.595557, -6.803987, -5.977901, 26.161727, 0.001275
0.596830, -6.728816, -6.051864, 25.874740, 0.001274
0.598103, -6.668655, -6.142595, 25.596740, 0.001273
0.599376, -6.623631, -6.249278, 25.329373, 0.001273
0.600650, -6.593785, -6.371144, 25.074213, 0.001273
0.601924, -6.579080, -6.507456, 24.832779, 0.001275
0.603201, -6.579417, -6.657511, 24.606546, 0.001276
0.604480, -6.594637, -6.820616, 24.396958, 0.001279
0.605763, -6.624535, -6.996081, 24.205435, 0.001283
0.607051, -6.668854, -7.183197, 24.033383, 0.001288
0.608344, -6.727296, -7.381215, 23.882190, 0.001293
0.609643, -6.799515, -7.589325, 23.753235, 0.001299
0.610947, -6.885119, -7.806632, 23.647875, 0.001304
0.612258, -6.983660, -8.032135, 23.567446, 0.001311
0.613575, -7.094634, -8.264695, 23.513243, 0.001317
0.614898, -7.217469, -8.503018, 23.486509, 0.001323
0.616228, -7.351514, -8.745630, 23.488408, 0.001330
0.617564, -7.496030, -8.990851, 23.519999, 0.001336
0.618907, -7.650181, -9.236786, 23.582201, 0.001343
0.620256, -7.813015, -9.481305, 23.675755, 0.001349
0.621611, -7.983459, -9.722038, 23.801174, 0.001355
0.622972, -8.160304, -9.956379, 23.958696, 0.001361
0.624338, -8.342198, -10.181496, 24.148226, 0.001366
0.625708, -8.527637, -10.394352, 24.369280, 0.001371
0.627083, -8.714962, -10.591748, 24.620925, 0.001375
0.628462, -8.902365, -10.770370, 24.901730, 0.001379
0.629845, -9.087888, -10.926860, 25.209711, 0.001382
0.631229, -9.269443, -11.057899, 25.542295, 0.001385
0.632616, -9.444829, -11.160306, 25.896302, 0.001387
0.634004, -9.611766, -11.231150, 26.267936, 0.001388
0.635393, -9.767927, -11.267866, 26.652811, 0.001389
0.636782, -9.910983, -11.268379, 27.045999, 0.001389
0.638171, -10.038662, -11.231223, 27.442106, 0.001388
0.639558, -10.148798, -11.155641, 27.835385, 0.001387
0.640943, -10.239401, -11.041677, 28.219867, 0.001385
0.642326, -10.308712, -10.890227, 28.589524, 0.001383
0.643706, -10.355271, -10.703066, 28.938441, 0.001380
0.645082, -10.377964, -10.482827, 29.260996, 0.001377
0.646455, -10.376074, -10.232950, 29.552040, 0.001373
0.647824, -10.349317, -9.957574, 29.807058, 0.001369
0.649191, -10.297856, -9.661414, 30.022302, 0.001366
0.650554, -10.222310, -9.349600, 30.194899, 0.001363
0.651913, -10.123740, -9.027494, 30.322910, 0.001359
0.653268, -10.003618, -8.700518, 30.405347, 0.001355
0.654619, -9.863792, -8.373971, 30.442156, 0.001351
0.655966, -9.706422, -8.052874, 30.434156, 0.001347
0.657308, -9.533923, -7.741831, 30.382945, 0.001342
0.658645, -9.348894, -7.444930, 30.290787, 0.001337
0.659977, -9.154047, -7.165670, 30.160485, 0.001332
0.661304, -8.952139, -6.906926, 29.995250, 0.001327
0.662626, -8.745908, -6.670941, 29.798570, 0.001322
0.663943, -8.538015, -6.459353, 29.574093, 0.001317
0.665254, -8.330996, -6.273231, 29.325521, 0.001311
0.666560, -8.127222, -6.113141, 29.056521, 0.001306
